Reading Profile files in /users/misc/raditya/Mar29/traces/profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.0      0.00225      0.00504   0.0833333    0.166667         61 libmetis__Match_2Hop 
  0.0      0.00492      0.00492           6           0          1 MPI_Comm_rank() 
  0.0      0.00462      0.00462          11           0          0 libparmetis__InitGraph 
  0.0      0.00421      0.00421     13.6667           0          0 libmetis__rsum 
  0.0      0.00313      0.00413           3           3          1 libmetis__CheckParams 
  0.0      0.00196      0.00383     3.66667     3.66667          1 libmetis__SetupGraph_tvwgt 
  0.0      0.00146      0.00321           2           2          2 gk_imalloc 
  0.0      0.00179      0.00242     1.66667     1.66667          1 METIS_SetDefaultOptions 
  0.0      0.00225      0.00225           1           0          2 gk_gkmcoreCreate 
  0.0     0.000625      0.00208    0.666667    0.666667          3 libmetis__AllocateRefinementWorkSpace 
  0.0      0.00117      0.00196   0.0833333         0.5         24 libmetis__Match_2HopAll 
  0.0      0.00117      0.00175           2           2          1 libmetis__IsBalanced 
  0.0       0.0015      0.00167    0.666667    0.666667          3 libmetis__ComputeKWayBoundary 
  0.0      0.00154      0.00154     2.66667           0          1 libmetis__Setup2WayBalMultipliers 
  0.0      0.00117      0.00117     5.33333           0          0 libmetis__rscale 
  0.0      0.00108      0.00108           4           0          0 gk_gkmcorePop 
  0.0     0.000875     0.000875           3           0          0 libmetis__metis_rcode 
  0.0      0.00025     0.000833   0.0833333    0.416667         10 libmetis__Match_2HopAny 
  0.0     0.000833     0.000833           1           0          1 libparmetis__ParallelReMapGraph 
  0.0     0.000708     0.000708           2           0          0 gk_GetCurMemoryUsed 
  0.0     0.000667     0.000667       1.375           0          0 libparmetis__IsHBalanceBetterTT 
  0.0     0.000542     0.000542           1           0          1 gk_gkmcoreDestroy 
  0.0     0.000458     0.000458     2.66667           0          0 libmetis__cnbrpoolReset 
  0.0     0.000333     0.000333    0.666667           0          0 libmetis__SetupKWayBalMultipliers 
  0.0     0.000333     0.000333           1           0          0 libparmetis__InitTimers 
  0.0     0.000292     0.000292    0.666667           0          0 gk_log2 
  0.0     4.17E-05      0.00025   0.0416667   0.0416667          6 gk_cmalloc 
  0.0     8.33E-05      0.00025   0.0833333   0.0833333          3 libmetis__ikvwspacemalloc 
