Reading Profile files in /users/misc/raditya/Mar29/traces/profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.0      0.00644      0.00644           6           0          1 MPI_Comm_size() 
  0.0      0.00642      0.00642           4           0          2 gk_siguntrap 
  0.0      0.00306      0.00571     4.66667     4.66667          1 libmetis__SetupGraph_tvwgt 
  0.0       0.0015       0.0054           2           2          3 libmetis__irealloc 
  0.0      0.00533      0.00533     18.6667           0          0 libmetis__rsum 
  0.0      0.00415      0.00415     12.3333           0          0 libparmetis__IsHBalanceBetterFT 
  0.0      0.00294      0.00402           4           4          1 libmetis__CheckParams 
  0.0      0.00369      0.00369           6           0          1 MPI_Comm_rank() 
  0.0      0.00333      0.00333           9           0          0 libparmetis__InitGraph 
  0.0      0.00108        0.003           2           2          2 gk_imalloc 
  0.0      0.00192       0.0026     1.66667     1.66667          2 METIS_SetDefaultOptions 
  0.0      0.00108      0.00235   0.0416667   0.0833333         56 libmetis__Match_2Hop 
  0.0      0.00215      0.00215           1           0          2 gk_gkmcoreCreate 
  0.0      0.00185      0.00185     7.33333           0          0 libmetis__rscale 
  0.0     0.000625      0.00173    0.666667    0.666667          3 libmetis__AllocateRefinementWorkSpace 
  0.0      0.00125      0.00171           2           2          1 libmetis__IsBalanced 
  0.0      0.00156      0.00156           5           0          0 gk_gkmcorePop 
  0.0      0.00142      0.00142     3.66667           0          0 libmetis__Setup2WayBalMultipliers 
  0.0      0.00112      0.00112           4           0          0 libmetis__metis_rcode 
  0.0      0.00106      0.00106     3.22917           0          0 libparmetis__IsHBalanceBetterTT 
  0.0     0.000542     0.000854   0.0416667        0.25         20 libmetis__Match_2HopAll 
  0.0     0.000667     0.000833       0.375       0.375          2 libmetis__ComputeKWayBoundary 
  0.0     0.000771     0.000771           2           0          0 gk_GetCurMemoryUsed 
  0.0     0.000708     0.000708     2.66667           0          0 libmetis__cnbrpoolReset 
  0.0     0.000562     0.000562           1           0          1 gk_gkmcoreDestroy 
  0.0     0.000438     0.000438           1           0          0 libparmetis__ParallelReMapGraph 
  0.0     8.33E-05     0.000417   0.0416667    0.208333         10 libmetis__Match_2HopAny 
  0.0     0.000333     0.000333           1           0          0 libparmetis__InitTimers 
  0.0     0.000313     0.000313    0.666667           0          0 gk_log2 
  0.0      0.00025      0.00025    0.666667           0          0 libmetis__SetupKWayBalMultipliers 
  0.0            0     0.000125   0.0208333   0.0208333          6 gk_cmalloc 
  0.0     4.17E-05     8.33E-05   0.0416667   0.0416667          2 libmetis__ikvwspacemalloc 
